Comment_en,CommentClass_en,Unnamed: 0
"Very nice product gives the price of the price, take it out, take it",['Product'],7278
a very nice phone really recommended this money with ideal violence,['Product'],7279
A nice product successful seller in my hand in my hand,['Product'],7280
I think the best product that can be purchased as price performance,"['Product', 'Priceperformance']",7281
"The product is really beautiful, I bought it to my father and very satisfied and came very fast",['Product'],7282
Really nice phone. gives the price. What is told is true. I recommend it to those who want to buy,['Product'],7283
We were very pleased. Original and quickly carried out. thanks,['Product'],7284
The product delivery was fast.,['Product'],7285
A really nice phone is no longer needed to buy big budget phones,['Product'],7286
"I was very satisfied with the product, the most reliable page",['Product'],7287
"I like the product, the camera and the charge is very good but the price is very high",['Product'],7288
"I liked it very much, I think it was a very nice phone.",['Product'],7289
"The product is very nice, I am very glad, I recommend it.",['Product'],7290
"The product is really nice, I use it.",['Product'],7291
"The charge is very durable and the speed of charging is super, I liked nice phone",['Product'],7292
"The product is very nice, I like it, I use the charging wonderful fast phone I recommend",['Product'],7293
"I like the product very much, but the only lack of headphones.",['Product'],7294
"Perfect is a very nice phone, I recommend it to everyone ..",['Product'],7295
beautiful product,['Product'],7296
Beautiful phone like rubbed,['Product'],7297
very nice phone.,['Product'],7298
"I was very satisfied, I recommend it",['Product'],7299
very nice I was very satisfied,['Product'],7300
Nice phone. Price performance product.,"['Product', 'Priceperformance']",7301
The price is very expensive product very nice,['Product'],7302
The product was very nice.,['Product'],7303
A very nice phone,['Product'],7304
Nice phone we are satisfied,['Product'],7305
nice phone useful,['Product'],7306
good use of beautiful phone,['Product'],7307
"affordable price, beautiful product","['Product', 'convenience']",7308
The product was nice cargo too,['Product'],7309
a very nice product,['Product'],7310
Beautiful phone,['Product'],7311
The product is fine,['Product'],7312
Beautiful product.,['Product'],7313
The product is very nice,['Product'],7314
beautiful product,['Product'],7315
"The product is very nice, I like it",['Product'],7316
"The product is very nice, thank you very much",['Product'],7317
I was very pleased. Very good,['Product'],7318
"It was quick delivery, I was very satisfied","['Product', 'Speedeslimat']",7319
I like the product very much,['Product'],7320
I recommend a nice phone,['Product'],7321
"Fast and beautiful product, health in your hand",['Product'],7322
Really good phone,['Product'],7323
I recommend very nice product.,['Product'],7324
The beautiful product came solid,['Product'],7325
I recommend a nice phone,['Product'],7326
A nice phone 👍,['Product'],7327
Beautiful product.,['Product'],7328
I recommend a very nice phone,['Product'],7329
I was pleased that the packaging was very good.,['Product'],7330
Affordable price nice product,"['Product', 'convenience']",7331
A very nice product,['Product'],7332
It will do,['Product'],7333
"Everything is very beautiful, a complete f/p product",['Product'],7334
beautiful product,['Product'],7335
Very nice phone. Shipping was trouble -free,['Product'],7336
I was satisfied.,['Product'],7337
Very nice phone I recommend,['Product'],7338
A very nice phone,['Product'],7339
Beautiful Product Fast Shipping,"['Product', 'Speedeslimat']",7340
I was very satisfied,['Product'],7341
"The product is very nice, I recommend it ...",['Product'],7342
"The product reached my hand quickly. Although it was packaged in a protective manner, there was a small crushing (caused by Korgo). I think I recommend it successful.","['Product', 'convenience']",7343
"I ordered the product in 2 November. And the packaging was great, I was very hesitant, I was very hesitant, but it was great solid. I bought the seller from the future. When we open the box when we open the box when we come to the telephone silicone black ruminant glass protective winding tool. And","['Product', 'Speedeslimat', 'good -up']",7344
"A very nice product, thank you to the seller, I bought it to my son quality product","['Product', 'your quality']",7345
"Beautiful product price performance box in the telephone container and glued protective glass comes out fast charging headphones are not put, but I do not think the problem was good thanks.",['Product'],7346
The product is nice but Xiaomi is not guaranteed KVK guaranteed. I do not have a problem.,['Product'],7347
"The product came firmly with a nice packaging. I have been using memory and speed for about a year. The only problem is that when I use more than the phone during the day, my hand and wrist are heavy. The headphone does not come out of the box, but the case comes out. I am very pleased with its weight.","['Product', 'good -up']",7348
"The cargo came quickly and reliable was very satisfied. I was scared to buy a phone from the internet, but you can trust friends. The phone came in four days. Thanks :)","['Product', 'Speedeslimat']",7349
"The product has come very fast, really nice packaging phone already need to comment on the phone you already see 😂","['Product', 'Speedeslimat', 'good -up']",7350
"Hello, I thank the seller to my hand quickly and clean and the performance is very nice product fast charging feature is very useful","['Product', 'Speedeslimat']",7351
I received the product today.,['Product'],7352
"It has been two days since I have reached the product. It was really well packaged. If we talk about the phone, he has a great camera. Pub G is playing with a lot of good graphics. You can choose","['Product', 'good -up']",7353
I am satisfied with the product assessment from Note9 Pro,['Product'],7354
"very nice phone to everyone, I recommend it to everyone, only the cargo came in 6 days, but it was worth it, the most beautiful phone I can recommend at this price, don't even look at other brands.",['Product'],7355
"The product is really good and I got delivery within the given time and I came to Türkiye in the case and came in the case of the perfect phone seller, thank you for answering the messages quickly","['Product', 'Priceperformance']",7356
"The product came very nice and fast, but I bought the higher model than the seller and returned it and I am very satisfied with it.","['Product', 'Speedeslimat']",7357
I was really satisfied. thanks,['Product'],7358
"A nice phone, but it was sent to us with a blue tone.",['Product'],7359
"Delivery time is super in 2 days. I wanted gray, but it came blue ... It is charging very fast and the charge goes for 2-3 days. I recommend a nice phone.","['Product', 'Speedeslimat']",7360
We bought it for my most beautiful phone for my wife.,"['Product', 'Speedeslimat']",7361
I was very pleased with a very good phone. Thank you for the interest of the seller.,['Product'],7362
"The color is not gray, the blue camera is a super trustworthy seller, it was very good.",['Product'],7363
Flawlessly came. There were also display glass and a rear transparent case inside. The cargo has received too fast without even 24 hours. We were very pleased with the seller.,"['Product', 'Speedeslimat']",7364
"First of all, I want to talk about the order phase, I ordered the product on Sunday, Monday, was shipped towards my house Tuesday, I think it was very good! The other friends about the product made a detailed explanation I will not touch on this issue, I was very pleased with myself, especially in speed and charging quite successful. The only negative aspect is that the needle -like apparatus required to remove headphones and sim cards out of the box",['Product'],7365
"I already liked the product, its features are really nice. The main event is in the seller, the original product, super fast shipping reliable seller. Thank you for the cargo you choose, my old phone was a fault.","['Product', 'Speedeslimat']",7366
"The product was beautiful packaging with plastic air bubbles, I have been using it for 3 days I have not experienced any problems, just in the connection of WiFi, the sensors may have been produced as a short distance.",['Product'],7367
"The package of the product is taken care of the swelling patpat guarantee guarantee KVK warranty seems to be blue when you open the color of the product, but the color of the gray writes in that box Gray, so let's not eat the seller's right to the seller.",['Product'],7368
"Fast shipping, super packing. We received it within 2 days after order. Price is a nice phone in terms of performance","['Product', 'Priceperformance', 'Speedeslimat']",7369
Fast Delivery I recommend to buy very nice phone.,['Product'],7370
Thank you for packaging and fast shipping. The product is beautiful and fast. I have been using it for 4 days and gave a camera error twice.,"['Product', 'Speedeslimat', 'good -up']",7371
"The product is very nice and sometimes problematic updates, although it was corrected in 5 days.",['Product'],7372
"I hesitated, but I was satisfied with the cargo reached for a short time. Thank you.",['Product'],7373
"Nice phone. Guaranteed, original. Came with the bill. I have been using it for a few months.",['Product'],7374
"The product came in a very nice way, I have been using it for 1 year, I recommend it to everyone.",['Product'],7375
The price is affordable and successful product packaging attentive fast delivery.,"['Product', 'Speedeslimat', 'good -up', 'convenience']",7376
The packaging could have been more attentive. The product is fine,"['Product', 'good -up']",7377
"The product is very nice packaging good known stores, no need to give extra money","['Product', 'good -up']",7378
I love the beautiful phone camera at this price great very carefully packaging was made,['Product'],7379
"The product is very nice, the charging time is very nice, but it doesn't end even though I played so much games, and the packaging was very nice.","['Product', 'good -up']",7380
A really nice packaging made. I was very pleased with the phone. Thanks :),"['Product', 'good -up']",7381
The product is beautifully packaged smoothly and I recommend it quickly,"['Product', 'good -up']",7382
"The product was very nice shipping was fast thanks, but it could not be the headset in the box",['Product'],7383
"The product was very nice, the reason for the 1 star was gray, we worked blue, but we didn't send it.",['Product'],7384
"The packaging was very careful, the product came as it appears.","['Product', 'good -up']",7385
The product is nice but the shipping time was very long after 4gun after 4gun.,['Product'],7386
The beautiful product was delivered before the time. No guaranteed trouble,['Product'],7387
We were very pleased with a very nice telelfon.,['Product'],7388
Product Beautiful Fast Shipping Packaging Bayya BI Careful,"['Product', 'Speedeslimat']",7389
"The product has reached my hand in 2 days in good delivery, thank you.",['Product'],7390
"A very nice phone is no problem for now, there was no sim extraction needle :(",['Product'],7391
I reached my hand in 2 days.,"['Product', 'good -up']",7392
The product came very nice and properly,['Product'],7393
"There was no problem for now, nice product thank you",['Product'],7394
I recommend the product very well.,"['Product', 'Speedeslimat']",7395
It is a very nice product. Related sales market.,['Product'],7396
"I am very pleased, thank you for fast delivery and great packaging.","['Product', 'Speedeslimat']",7397
Packaging extreme good product came very fast would recommend.,['Product'],7398
It was delivered in one day. It was packaged very well. I really congratulate the seller ..,['Product'],7399
"The product was very good, I was satisfied with Trendyol Express, it was very careful",['Product'],7400
"The product was packaged very well, it came very fast","['Product', 'Speedeslimat', 'good -up']",7401
Mi We bought it from the store store.,['Product'],7402
"A very nice phone, I got it in 3 days",['Product'],7403
A very good product and reliable seller,['Product'],7404
"We were very pleased, the cargo came immediately",['Product'],7405
Packaging was super satisfied,"['Product', 'good -up']",7406
The product is very nice cargo arrived immediately,"['Product', 'Speedeslimat']",7407
Beautiful product packaging is nice,"['Product', 'good -up']",7408
It was very nicely packaged. beautiful phone,"['Product', 'good -up']",7409
Product Perfect Packed,['Product'],7410
nice phone packaging good,"['Product', 'good -up']",7411
The best phone that can be purchased as price performance can even be recorded if the microphone is used with appropriate programs.,['Priceperformance'],7413
The product is very good fast and goes to a lot of features according to its high quality price.,"['Priceperformance', 'your quality']",7414
I can say that the number 1 is the number 1 iPhone Fala Story really has a name in terms of price performance.,['Priceperformance'],7415
"I have been using it for about 2 months, I haven't encountered any trouble. The phone does not heat up, the battery life is very good. The camera was also quite good, the cargo was smooth, and the product was intact. Quick charging, phone case, protective screen; These are already box content. I knew you didn't get the headphones, but if you want, you can choose the Airdots of Xiaomi. We can easily say; Net price performance product. You are a comfortable shape","['Priceperformance', 'Speedeslimat']",7416
"The only shortage of the power button is also the place that reads your fingerprint. When you press to look at the clock, either the phone trembles as zart zurt, or opens the screen lock a bitch: D If you are rare, you can feel very small stucks if you are one of the fast movements (in the transition between applications). In general, fast. He didn't mislead me especially in the games. I used Xiaomi Mi Max 3 before. Battery percentage",['Priceperformance'],7417
"It is very fast and so useful. The charging time is excellent, a complete price performance product.",['Priceperformance'],7418
"I got research for a long time, the price performance is exactly the way I wanted",['Priceperformance'],7419
"It could have been faster shipping. Apart from that, the product is quite good for the price.","['Priceperformance', 'Speedeslimat']",7420
"It is very good for the price of the product, but the touch occasionally hangs.",['Priceperformance'],7421
F/p telephone. It is very useful and fast. If anyone wants to buy it without thinking.,['Priceperformance'],7422
"The product is entirely guaranteed by the original Xiaomi Türkiye. The cargo reached my hand in 1 day. The packaging was fine. In general, full price/performance product, you can get without hesitation.","['Priceperformance', 'good -up']",7423
"The product really deserves the price performance product money until the last penny, instead of the iPhone, Xiaomi can really be purchased, especially if you want to buy it as the Xiaomi Mi series price performance product, Redmi Note series is very good",['Priceperformance'],7424
I bought the phone as a gift to my wife. He has been using it for 6 months. I do not recommend it for those who do not like a rough phone,['Priceperformance'],7425
"I like it. A little thick and heavy, but the features are enough. The camera can be said to be good in practice on paper. I recommend it according to the price.",['Priceperformance'],7426
"The most ideal phone in terms of price performance is actually like ice blue, so I recommend white",['Priceperformance'],7427
"Product Price Performance is a product, there is no need to give a lot of money, the iphone is competing with iPhone, don't stop standing, so fast and quality",['Priceperformance'],7428
"I bought it from the finishing company, thanks for fast shipping. I got it in 2 days. The device is very successful in price performance.","['Priceperformance', 'Speedeslimat']",7429
The camera and memory are very good according to the price and the transition between applications is faster than Note 7 and 8,['Priceperformance'],7430
"I thought it was black, but a bluish gray color comes, except that the phone is the best phone that can be preferred in terms of performance performance.",['Priceperformance'],7431
"According to the price, a very good Android phone, we used it at Note 8, we tried a top model when it was already satisfied",['Priceperformance'],7432
"Price performance is very good, the charge takes too long, the game did not test, but I'm sure it is successful, a click as a weight heavy, so you have to go to the store and see in 4 days I got my hands in the fast shipping box and the case came in the charge, but the headset would be complete. I deleted 1 star headphones, except that everything is very nice, I recommend it.",['Priceperformance'],7433
"You already know the phone is perfect and the most preferred price performance product, seller and cargo was very good at the seller every time I called and informed the Christmas season, although we came from Ankara Tunceliye came to 4 days. I would like to thank everyone.",['Priceperformance'],7434
Price is a great product in terms of performance.,['Priceperformance'],7435
The product reached my hand very quickly.,['Priceperformance'],7436
The product is very fast performance product also thanks to trendyola for fast and robust delivery at the door on the 3rd day,['Priceperformance'],7437
Price Performance Product,['Priceperformance'],7439
Nice price performance product,"['Priceperformance', 'convenience']",7440
"The product reached my hand quickly, packaging was good, price performance.","['Priceperformance', 'Speedeslimat', 'good -up']",7441
Price is a very good phone in terms of performance,['Priceperformance'],7442
I liked a complete price performance product very much,['Priceperformance'],7443
"The same product is very, very suitable for the market price.",['Priceperformance'],7445
Price Performance Quality is an excellent phone in all matters,['Priceperformance'],7446
Cargo is fast. The price is also spectacular in terms of performance. I strongly recommend,"['Priceperformance', 'Speedeslimat']",7447
Price performance product is one of the phones that can be purchased at this price in this period.,['Priceperformance'],7448
Very quality compared to the price of the phone. We got it in a short time. I recommend,['Priceperformance'],7450
I recommend it well as price performance,['Priceperformance'],7451
Price performance is very good shooting quality very nice,"['Priceperformance', 'your quality']",7452
"F/P is quite successful. The camera, screen and processor speed are pretty good.",['Priceperformance'],7453
He reached our hands in a day. Very very good for phone price,"['Priceperformance', 'Speedeslimat']",7454
Very good for the price ... The camera is also very nice,['Priceperformance'],7456
"F/P product. It collects a lot of dust but the phone has no other shortage, I have been using it for 4 months",['Priceperformance'],7458
Price Performance Product Thanks Trendyol,['Priceperformance'],7460
We bought 3000e when USD is dry low. full price performance monster,['Priceperformance'],7461
To make this comment with this phone is a complete price performance,['Priceperformance'],7462
Photo quality does not escape at this price with long charging time and screen speed,['Priceperformance'],7463
The phone that achieves very good work according to the price,['Priceperformance'],7464
A tremendous phone as a very good price performance,"['Priceperformance', 'convenience']",7465
"I bought the product for my friend, I recommend it because I like a f/P product.",['Priceperformance'],7466
A phone price performance and camera is really high quality,['Priceperformance'],7467
It is very suitable for the price and really works.,['Priceperformance'],7468
A complete price performance phone,['Priceperformance'],7469
Excellent Price Performance Product,"['Priceperformance', 'convenience']",7471
I recommend the price performance product,['Priceperformance'],7472
A complete price performance product,['Priceperformance'],7473
A complete f/p product,['Priceperformance'],7474
Product F/P product,['Priceperformance'],7475
Performance is great for the price,['Priceperformance'],7476
Perfect in terms of f \ p,['Priceperformance'],7477
I recommend the price performance product,['Priceperformance'],7478
Price Performance Product,['Priceperformance'],7479
I recommend it very well according to the price,['Priceperformance'],7480
A great product in price performance,['Priceperformance'],7481
I recommend the price performance phone,['Priceperformance'],7482
Very good phone for the price.,['Priceperformance'],7483
A complete fıat performance product,['Priceperformance'],7484
Phone is fine price performance product,"['Priceperformance', 'convenience']",7485
Price Performance Product,['Priceperformance'],7486
Price is good in terms of performance,['Priceperformance'],7487
Full bi f/p product,['Priceperformance'],7488
F/P product. I recommend 👍,['Priceperformance'],7489
Price Performance Product Super Camera,['Priceperformance'],7490
Good for the price,['Priceperformance'],7491
Price performance is very successful,['Priceperformance'],7492
"The phone is very successful in terms of price performance, especially as a battery. The cargo reached my hand within 3 days. It was packaged well without any problems.",['Priceperformance'],7493
"The gray color appears as a blue color, which is produced in this way. It came very fast. Price performance product. It comes in a guaranteed way gelatin and unopened. No problem.",['Priceperformance'],7494
"First of all, thank you to the seller, he gave the cargo on the day he said, I bought it by looking at the comments, I am satisfied for now, the camera welcomed my expectations, unfortunately you have no headphones, F/P product from what we call.",['Priceperformance'],7495
"I bought the product for my daughter, used it for about six months. It is a very useful phone for its price, but a week ago, the speaker started to have problems. The sound is not heard, if you open the speaker or wear headphones, sound is sound. We will send it to the service within the scope of warranty.",['Priceperformance'],7497
"A phone I bought fondly. According to the price, it has more features than many models on the market. I would also like to thank the seller for delivering the cargo quickly and carefully to the company (Kraft DTM).",['Priceperformance'],7498
"I think the price is the best in terms of performance .. You can get great in your hands in the first stage, but you get used to it.",['Priceperformance'],7499
Product Full Price Performance Product and Cargo Arrived Very Fast Area I would recommend it to everyone,"['Priceperformance', 'Speedeslimat']",7501
Price performance device. My order quickly reached.,['Priceperformance'],7502
The product came completely. This quality is good at this price. I recommend thanks Trendyol,['Priceperformance'],7503
A full price performance product cargo excessive quick transfer until we went to the phone came :),['Priceperformance'],7504
Very good in terms of price and performance. It was packaged very well,['Priceperformance'],7505
"Price performance product. I congratulate the seller, the legend has packaged it.",['Priceperformance'],7506
"If you were going to get it very well packaged in 2 days, you have no doubt",['Priceperformance'],7507
Packaging was good. The phone is full f/p product.,"['Priceperformance', 'good -up']",7508
"The phone is definitely legendary .. The price may come at first, but remember that this phone is at the level of an flagship. +The camera is 64 MP and enormous artificial intelligence support is very good. +There is no need to protect with the container and screen covering. +Really fast charging and the charge is long with long if you do not play games almost 2 days.",['Speedeslimat'],7509
Sakn nobody gets this phone excessive. 8Pro is both cheaper and faster than that.,['Speedeslimat'],7513
"Thanks for fast delivery, the phone is very nice useful camera phone features are very good charging life is also long.",['Speedeslimat'],7515
A phone that you can buy with very good comfort. You can actively use the charging very durable for two days without any charge. Fast Shipping 👍,['Speedeslimat'],7517
"It deserves 5 stars. I decided as a result of long research. I am very pleased with the performance of the sound, sometimes I can not hear TV. I love the battery for 2 days. It came quickly in the cargo thanks ...",['Speedeslimat'],7518
"It was quick delivery. Ideal for mid -segment phones. If Xiaomi gives update support, it is used for 5 years.",['Speedeslimat'],7520
I love the product as a gift to my wife as a gift as a ipohone user I was admired the camera perfectly fast and safe thanks to my hand ☺️,['Speedeslimat'],7522
"The cargo came very fast. I hesitated that the screen is too big, but I took it in 2 days.",['Speedeslimat'],7523
"Cargo was fast. It was well packaged. There was no missing in the package. I like the phone. It's not too heavy, it's a little big after my old phone (official note 4), but it's usual. I recommend. I decided to get it by comparing it with other phones. That was the cheapest.","['Speedeslimat', 'good -up']",7524
Thanks for the fast gondation. We got my student and it could be a little big for children.,['Speedeslimat'],7525
"Thank you for your labor. As for the phone, hold a magnificent phone camera to the speed. There is 6 GB of RAM for the game. No frying freezing. If anyone thinks, you can not regret it directly 💯👍",['Speedeslimat'],7526
"A product that deserves 5 stars. As a result of long research, I decided on this phone. If I say the best phone that can be bought at this price, it wouldn't be an exaggeration. I have been using it for 1 month and I am very satisfied with its performance, battery, game performance, fluency are all great. The cargo was very fast, it came in 3 days. Trendyol Express works very well.",['Speedeslimat'],7527
"First of all, really solid and fast shipping. I like the product in general, the main camera is tremendous but I will not be able to comment on the front camera. For now, this is the case for a while and I will evaluate it again.",['Speedeslimat'],7529
Thanks for fast shipping and seller gift. The performance of the device is very good camera images are also very nice,['Speedeslimat'],7530
"My cargo came very quickly. And the phone came out exactly as I wanted, very fast and special device.",['Speedeslimat'],7531
"The product has reached my hands quickly, it looks like it is very useful, I just started to use it today.",['Speedeslimat'],7532
Fast Delivery Quality Product,"['Speedeslimat', 'your quality']",7533
Incredible quickly reached my hand,['Speedeslimat'],7534
Fast and safe shipping thank you,['Speedeslimat'],7536
"Careful packaged in a short time, thanks for our hands","['Speedeslimat', 'good -up']",7537
"It came very fast without any problems. The packaging was also very good, the bill came directly to my mail. Nice on the phone 👍🏻","['Speedeslimat', 'good -up']",7538
"You can buy it without thinking. RIGHT PRODUCT, FAST DELIVERY, TERIOUS SELLER👍",['Speedeslimat'],7539
Super BI phone I strongly recommend delivery was very fast ☺️ It was super in packaging 👍,['Speedeslimat'],7540
Fast and safe cargo. We have been using it for a while.,['Speedeslimat'],7541
Both came quickly and we use it for beautiful now,['Speedeslimat'],7542
Fast Delivery and Best Price Quality Pergency,"['Speedeslimat', 'convenience']",7543
Very good device. I bought the 128 GB one. The seller is very fast and reliable. thanks,['Speedeslimat'],7546
"The phone is nice, delivery was also fast, thanks ,,",['Speedeslimat'],7547
"The color came more beautiful than I expected, fast shipping 🌺",['Speedeslimat'],7548
Thank you as described in fast shipping comments 👍,['Speedeslimat'],7550
Very fast delivery and quality packages I liked very much I recommend.,['Speedeslimat'],7551
"Thank you very much. Fast Shipping, Safe Package and Affordable Price👍👍👍","['Speedeslimat', 'convenience']",7552
Thank you for attentive and fast shipping.,['Speedeslimat'],7553
Fast shipping affordable price high performance I recommend.,"['Speedeslimat', 'convenience']",7554
"You are legendary; Both fast shipping, instant response to the customer and smooth phone.",['Speedeslimat'],7555
Fast and reliable delivery. The quality is quite enormous.,['Speedeslimat'],7556
I liked it very much and you can get it very fast with peace of mind.,['Speedeslimat'],7557
Great phone is extremely pleased and also fast shipping,['Speedeslimat'],7558
"As it looks, quality and fast shipping thanks",['Speedeslimat'],7559
Fast Shipping Xiaomi Quality Features,['Speedeslimat'],7561
The product has reached my hand very quickly,['Speedeslimat'],7562
We liked it very much for my daughter. Super for him. Fast Shipping and Beautiful Packaging Thanks,['Speedeslimat'],7563
Product as seen quality product.,"['Speedeslimat', 'your quality']",7564
A great phone came smoothly and very fast thanks,['Speedeslimat'],7565
"It reached our hands very quickly, I bought a gift for my wife very satisfied",['Speedeslimat'],7567
"I bought the product on advice, the cargo was very fast",['Speedeslimat'],7569
Fast delivery. Fast and clear communication with the seller. I recommend.,['Speedeslimat'],7570
The product is simply great and delivery fast thanks Trendyol,['Speedeslimat'],7571
Fast safe delivery I would definitely recommend great product.,['Speedeslimat'],7572
"We bought it for my wife, fast shipping guaranteed at good price thanks","['Speedeslimat', 'convenience']",7573
"I am very satisfied with a complete price performance product, as the transportation transportation in 3 days in my hand.",['Speedeslimat'],7574
"The product came very fast, the product we wanted was good in the packaging",['Speedeslimat'],7575
It is a very nice product but the price has increased a bit,"['Speedeslimat', 'convenience', 'your quality']",7576
The product is really very high quality. Thanks for fast shipping.,"['Speedeslimat', 'your quality']",7577
It reached my hand quickly and without any problems thanks,['Speedeslimat'],7578
Quick delivery affordable price is very nice I liked very much,"['Speedeslimat', 'convenience']",7579
Fast shipping smoothly delivery thanks,['Speedeslimat'],7580
Thanks for fast delivery. I haven't used the phone yet. I will specify my comment when you use it :),['Speedeslimat'],7581
It reached us very fast. The quality of the phone is already indisputable.,['Speedeslimat'],7582
I love it. I would definitely recommend it. The cargo was very fast and very provided,['Speedeslimat'],7583
The product was quickly in my hand.,['Speedeslimat'],7584
Fast shipping and quality product I strongly recommend you to buy,"['Speedeslimat', 'your quality']",7585
I came in 1 day fast shipping,['Speedeslimat'],7586
Fast Delivery Trusted,['Speedeslimat'],7587
Fast Delivery .. Thank you,['Speedeslimat'],7588
Full marks received fast and reliable company,['Speedeslimat'],7589
fast delivery,['Speedeslimat'],7590
fast and safe,['Speedeslimat'],7591
very good very fast shipping,['Speedeslimat'],7592
Product and Delivery Good,['Speedeslimat'],7593
Came quickly thanks,['Speedeslimat'],7594
quick delivery thanks,['Speedeslimat'],7595
Timely delivery,['Speedeslimat'],7596
Fast delivery.,['Speedeslimat'],7597
Timely delivery,['Speedeslimat'],7598
"Thank you very fast, it reached my hand",['Speedeslimat'],7599
it came too fast,['Speedeslimat'],7600
The product came very fast thanks,['Speedeslimat'],7601
"Fast shipping, an enormous device",['Speedeslimat'],7602
Fast shipping,['Speedeslimat'],7603
Fast shipping. Quality service.,['Speedeslimat'],7604
it came quite fast,['Speedeslimat'],7605
Fast delivery and reliable reliable.,['Speedeslimat'],7606
Thanks for fast delivery ...,['Speedeslimat'],7608
Thanks for fast shipping,['Speedeslimat'],7609
Beautiful Fast Shipping without trouble,['Speedeslimat'],7610
good price and fast shipping,"['Speedeslimat', 'convenience']",7611
it came right in time,['Speedeslimat'],7612
It came very fast and great 👍,['Speedeslimat'],7613
Great Product Fast Delivery,['Speedeslimat'],7614
Fast Delivery Very Good 👍,['Speedeslimat'],7615
Thanks for fast shipping.,['Speedeslimat'],7616
it came without problems 👍🏻,['Speedeslimat'],7617
shock well came for 3gun,['Speedeslimat'],7618
fast shipping thanks,['Speedeslimat'],7619
Fast Shipping Successful SELLER,['Speedeslimat'],7620
Cargo was fast,['Speedeslimat'],7621
fast and reliable,['Speedeslimat'],7622
It came smoothly and fast. very nice,['Speedeslimat'],7623
"It came fast, I liked the phone",['Speedeslimat'],7624
quality beautiful and fast shipping,"['Speedeslimat', 'your quality']",7626
Thanks for fast delivery,['Speedeslimat'],7627
FAST DELIVERY Affordable Price,"['Speedeslimat', 'convenience']",7628
"First of all, thank you for fast delivery. Although I use the phone intensively, it goes for at least 1.5 days. I don't know if it is on the phone that comes to me or is it chronic; The lock key remains pressed when I press the floor near the sound side. This is no problem when I press from other places. That's why I didn't want to return it. I think the fingerprint reader is really fast. The problem of not detecting as in the iPhone has ever",['Speedeslimat'],7629
"I have been using the phone for 16 days. My previous phone was Xiaom. The sender was delivered in a very sheltered way. Although the legendary discount time, I got it very quickly.",['Speedeslimat'],7630
"The cargo package is carefully prepared in a short time, my son is using Menmun thanks trendyol",['Speedeslimat'],7632
"It reached our hands very quickly, the packaging was very nice","['Speedeslimat', 'good -up']",7633
The day I ordered was delivered to Trendyol Express company immediately. Ert was on my hand without noon. Thanks for the shipment.,['Speedeslimat'],7634
"There is no problem with the device, but do not be fooled by the color of the device is not gray, the device is gray, the parliamentary blue device came out and I had no right to return in any way I had a grievance, no problem except color problem.",['Speedeslimat'],7635
Delivered on time. Thanks. We will see the phone when you use it. I hope I will be satisfied.,"['Speedeslimat', 'good -up']",7637
"The product was fine, the cargo was packaged quickly and beautifully. The phone has many beautiful features. You can be sure that you will not regret it.","['Speedeslimat', 'good -up']",7640
I ordered yesterday at 18.00 I got it in 17.00 in 23 hours.,['Speedeslimat'],7641
"24 hours I reached my hand, the phone looks great, I could not install it more than iPhone 8 plus, I hope I welcomed my expectations charging event awesome extreme fast packaging beautiful di cargo fast phone stands beautiful as I use the comment","['Speedeslimat', 'good -up']",7642
"The cargo was fast and its packaging was nice. We got the phone gray, but it came blue, but it's not a nice color. There was no headphones and 1 point from there. For now, there was no problem in the speaker.","['Speedeslimat', 'good -up']",7643
"The price of the product is both affordable and quality product. Everything is included in the closed box, including the phone case. Thanks 😊","['Speedeslimat', 'convenience', 'your quality']",7644
Really packaging wonderful inflatable package cargo fast ankarada yim 1 day later I got my phone already no need to talk to the great charging surahtu is the price of the best here already thanks ...,"['Speedeslimat', 'convenience']",7645
"A successful phone. I ordered the gray color, I liked a color close to blue. Packaging nice fast shipping thanks","['Speedeslimat', 'good -up']",7646
It was well packaged in a very nice way. It also came quickly. thanks trendyol,['Speedeslimat'],7647
"As a result of long research to my brother, we are very pleased for the price, the price was most suitable here and I got very fast even though it coincided in the quarantine process","['Speedeslimat', 'convenience']",7648
"I bought it as a gift to my nephew, he liked it very much, thanks to the product packed reliably, the phone with the phone in the charger and protective case",['Speedeslimat'],7649
The product would be perfect if the product was able to write the name of the buyer correctly. Partial I have not had problems. Thanks.,['Speedeslimat'],7651
"Product with the assurance of original Mistore ... Fast shipment, careful packaging, quality product .. Thanks evofone","['Speedeslimat', 'good -up', 'your quality']",7654
"Fast delivery but the product has color problem. The product is not gray, but oil blue. The same problem had a few people. I think color options are arranged over the case color in the package. We will use it and see quality and advantages. Thanks.",['Speedeslimat'],7655
"The product came very fast. Packaging is very good. I have been using the phone for 2 weeks. Only when charging, 30-50 %breaks occur to the information of receivables that can be a software problem.","['Speedeslimat', 'good -up']",7657
"The product came early because I was waiting and it was very well packed, thank you in it, but I saw that there was a good phone in their research, I will comment again after a few days later","['Speedeslimat', 'good -up']",7659
"Shipping very fast packaging was in a nice bill, screen saver and case comes in the box.","['Speedeslimat', 'good -up']",7660
"The phone was already investigating and I got it quickly, there was a very small crushing in the corner of the box.",['Speedeslimat'],7661
"Super I recommend it to everyone. The cargo was fast, there was no problem in packaging. I bought it very well to my wife on the phone",['Speedeslimat'],7663
"Fast Delivery Good Shipping I ordered with suspicion of shipping, but I have ordered it.",['Speedeslimat'],7665
